Title,Cap1,Cap2,Cap3
frame0-00-29.53.jpg,the man is on the road holding a bat,a man holding an object by himself on a dirt road,man holding baseball bat in dirt field on sunny day
frame0-00-30.03.jpg,a man with his mouth open standing in the dirt with a helmet on,a man with a helmet on standing in the dirt,a man in protective gear holding a baseball bat
frame0-00-30.53.jpg,two women standing near each other in a park,two people with helmets and gloves holding baseball bats,a person holding onto something with their hand in the air
frame0-00-31.03.jpg,a man walking with a pair of skis behind him,there is a man in a yellow and black jacket with a motorcycle,a man in a uniform and helmet holding a large baseball bat
frame0-00-31.53.jpg,a man standing with his bicycle wearing a helmet,"man wearing protective gear, standing next to motorcycle",man standing on dirt road in space suit with a bat
frame0-00-32.03.jpg,a man is holding onto his bike while riding in the dirt,a man in a body suit riding a bicycle down a dirt road,a man standing with a baseball bat on a dirt road
frame0-00-32.53.jpg,a man standing in front of a dirt road holding a bat,a man standing in the dirt holding a baseball bat,the man is carrying a pair of skateboards in hand
frame0-00-33.03.jpg,a person in a yellow shirt holding up a bat,a man standing holding a bat in the desert,a man holding a tennis racquet on top of a sandy field
frame0-00-33.50.jpg,"a man with gloves and a helmet, is holding onto a baseball bat",the man holds a bat while standing on the dirt,a man is standing next to a dirt path
frame0-00-34.00.jpg,a man holding a helmet and a ski on his hand,a man in an orange vest holding a yellow parasail,man with helmet and goggles holding baseball bat
frame0-00-34.50.jpg,a man holding a baseball bat on a dirt road,a man in the woods on the beach holds a paddle,a man is holding two different motorcycles in his hands
frame0-00-35.00.jpg,man in an orange and white racing suit holding a motorcycle,a man in an orange shirt and gloves is near a motorcycle,man in orange and white outfit standing next to bicycle
frame0-00-35.50.jpg,a man in a yellow shirt holding a bat in his left hand,a person with an outstretched arm near a dirt road,the man is posing for a photo in his gear
frame0-00-36.00.jpg,a man on a dirt road wearing a vest and gloves,a man wearing a vest holding a bat,there is a man wearing a jacket and holding a baseball bat
frame0-00-36.50.jpg,man in the dirt holding a small bike,man standing on dirt road holding a bike,a man holding a bat in his left hand with another person behind him wearing gloves
frame0-00-37.00.jpg,the man is standing on top of a dirt road near a small bike,this is a picture of a man in a helmet and gear,a man with a bike in a field
frame0-00-37.50.jpg,a person riding a bicycle with a helmet on and a gloved hand,a young man is about to ride his bicycle,a man wearing a bib is standing next to his bike
frame0-00-38.00.jpg,a man standing next to a dirt road in a dry field,a man with an umbrella and a helmet,man standing on dirt road with baseball bat
frame0-00-38.51.jpg,a man standing in the sand next to a dirt road,a man standing in the desert holding his bicycle,a man holding a baseball bat on top of a dirt field
frame0-00-39.01.jpg,a man wearing gloves holding onto his motorcycle,a man holding a baseball bat and wearing a protective suit,a man in yellow is holding up an umbrella and riding his motorcycle
frame0-00-39.51.jpg,a man standing next to a motorcycle on a dirt road,a man walking in the dirt with his bike,a man standing with a skateboard in front of some trees
frame0-00-40.01.jpg,a man wearing a motorcycle outfit and carrying a motorbike,a man is standing in a dirt area holding a bicycle,a man with gloves and an object is standing near a dirt road
frame0-00-40.51.jpg,a man in a full motorcycle bodysuit riding down a dirt road,man holding an umbrella standing next to a motorcycle,a man in an orange and grey life jacket next to his bike
frame0-00-41.01.jpg,man on dirt bike holding a paddle and a glove,a man wearing an orange and black outfit next to his motorcycle,a man is holding something with both hands and standing near an empty road
frame0-00-41.51.jpg,a man in an old yellow outfit standing next to a motorcycle,a man standing next to a dirt road holding an aluminum bag,the man is dressed like he has a yellow uniform
frame0-00-42.01.jpg,the man in the yellow shirt is wearing a protective jacket,a man in yellow shirt holding onto a motorcycle,a man holds a baseball bat and helmet while wearing gloves
frame0-00-42.51.jpg,a man standing on a dirt path holding onto an object,a person on a bike and some dirt,a man in a yellow jacket standing next to a motor bike
frame0-00-43.01.jpg,man in an outdoor setting with a motorcycle on a dirt road,man walking with a helmet on while talking on a cell phone,a man riding on top of a dirt bike in the desert
frame0-00-43.51.jpg,man in a yellow jacket standing next to a bicycle,a man in a field with an umbrella on a dirt road,a man riding on the back of a bike with a helmet
frame0-00-44.01.jpg,a man wearing a helmet and goggles standing next to a bike,a person with a bike on dirt road,a person on a bike with trees in the background
frame0-00-44.51.jpg,a man holding a bicycle in a desert setting,a man in a motorcycle costume holding something,a man with no arms and glasses standing next to a motorcycle
frame0-00-45.01.jpg,a man riding on a dirt bike through a field,the man is holding a bicycle in his right hand,a man wearing a helmet with a bat
frame0-00-45.51.jpg,a man standing next to his bike wearing a bib,man is holding a baseball bat with an orange vest,man holding a tennis racquet on a dirt trail
frame0-00-46.01.jpg,a man standing in the dirt with a bicycle,a man in leather riding gear with a bike,a man holding a baseball bat standing next to a motorcycle
frame0-00-46.51.jpg,the man is standing in the middle of a dirt road holding his bicycle,a man wearing gloves standing next to a motorcycle,the man is standing next to his bike
frame0-00-47.01.jpg,a man holding something next to his bike on a dirt field,a man in black and yellow jacket with bike,a man in yellow jacket standing near a motorcycle
frame0-00-47.51.jpg,a man holding onto his bike outside in the desert,a man in full body gear holding something,a man standing near a dirt road with an umbrella
frame0-00-48.01.jpg,a man with a motorcycle on a dirt road,a man wearing a helmet and carrying a wooden stick,the man wearing an orange and black motorcycle jacket
frame0-00-48.52.jpg,a man with a helmet and gloves holding a bicycle,man on the beach with his helmet on and bike,a man standing outside holding onto his bike
frame0-00-49.02.jpg,a person on a dirt path with a bicycle,a man in a yellow jacket holding a bike,a man standing with his bike outside in the dirt
frame0-00-49.52.jpg,a person on a dirt bike with trees in the background,a man standing next to a bike on a dirt road,the man is riding a bike with a helmet on
frame0-00-50.02.jpg,a man holding onto a dirt road with trees in the background,a man on the road with a motorcycle helmet,a man with a bicycle outside during the day
frame0-00-50.52.jpg,a man wearing a yellow jacket holding an object,man walking with motorcycle and carrying helmet in open area,a man standing on top of a dirt covered field
frame0-00-51.02.jpg,a man in orange jacket with motorcycle helmet standing next to bike,a man holding a bat wearing baseball gloves and protective gear,a man wearing a full bike suit standing next to a bicycle
frame0-00-51.52.jpg,the man is holding something in his hand near a dirt road,a man in yellow jacket standing with a motor bike,a person that is in a dirt field
frame0-00-52.02.jpg,a man in a helmet and protective gear is next to his motorcycle,a man on a motorcycle in the middle of a dirt field,a man wearing protective gear is holding his bike
frame0-00-52.52.jpg,a man standing next to his bike on dirt road,man riding on a dirt bike in an arid area,a young man in orange vest holding up a motorcycle
frame0-00-53.02.jpg,a man in an orange and gray motorcycle is holding some dirt,a man on a dirt trail with a helmet and gloves on,a man in an orange jacket and a white and yellow helmet holds a black and gray baseball bat
frame0-00-53.52.jpg,a man holding onto some kind of baseball bat,a man holding onto a baseball bat while wearing a catchers mitt,the man in yellow is carrying a baseball bat
frame0-00-54.02.jpg,the man on the bike is carrying a baseball bat,the man in the yellow jacket is wearing his protective gear,a man is wearing an oncoming costume while posing for a camera
frame0-00-54.52.jpg,a man standing next to his bike wearing safety equipment,a man holding a bicycle with an off road bike behind him,a man holding a baseball bat standing in front of some trees
frame0-00-55.02.jpg,a man holding a baseball bat on the field,a man in an orange shirt with a baseball and a bat,a man wearing gloves standing in front of a dirt road
frame0-00-55.52.jpg,a man is standing with his baseball bat,"a person stands on a dirt road, in an orange and black shirt",a man holding an odd looking helmet and a bat
frame0-00-56.02.jpg,a person on a snowboard jumping in the air,a airplane flying over a grassy field on a clear day,"a man in the sky on a snowboard, with his board in the foreground"
frame0-00-56.52.jpg,the person is doing tricks on his dirt bike,a man on a dirt bike in the air doing stunts,a man riding a dirt bike through the air
frame0-00-57.02.jpg,a man jumps on his motorcycle in mid air,there is a man riding a motorcycle that is flying in the air,a man flying through the air while riding a dirt bike
frame0-00-57.52.jpg,the dirtbike is making a turn around the bend,a man rides on his dirt bike,dirt bike rider in the middle of a steep hill
frame0-00-58.02.jpg,a motorcross rider is making a jump on his bike,the motorcyclist is riding around a fence,man in yellow and white outfit on motor bike
frame0-00-58.53.jpg,a man riding a dirt bike on a desert,a man is jumping on top of his motor bike,a man riding on the back of a dirt bike
frame0-00-59.03.jpg,a person riding a bike down a dirt road,man on motor bike doing an extreme jump in desert,a person on a dirt bike riding down the hill
frame0-00-59.53.jpg,the man is riding his dirt bike through the field,a person riding a motor bike while driving on dirt,a man riding a motorcycle through a dirt covered field
frame0-01-00.03.jpg,a blurry photo shows a man on a motorcycle in the desert,a man sitting on his dirt bike in the middle of the country,a man standing behind a dirt bike with no helmet
frame0-01-00.53.jpg,the person in a full body run jacket is holding an instrument,the woman is wearing gloves and holding a baseball bat,a man holding a bat and wearing white gloves
frame0-01-01.03.jpg,the man holds up a bat and gloves to catch a frisbee,a man in an orange and black shirt with a baseball glove is standing next to a white and yellow motorcycle,a man holding a bat and glove on top of a dirt road
frame0-01-01.53.jpg,a man in protective gear holding a bike,a man in safety gear is holding a baseball bat,man holding a baseball bat and gloves in his hand
frame0-01-02.03.jpg,a woman in an orange jacket holding her bike,a person standing next to a bicycle on a dirt road,a man standing in front of a dirt field
frame0-01-02.53.jpg,a man holding a bike and looking at the camera,man standing in the middle of the road near a dirt trail,a man holding a bike on a dirt road
frame0-01-03.03.jpg,there is a man that is wearing an adult vest and riding a motorcycle,a man wearing protective gear is holding onto his bike,a man standing next to a dirt road holding a baseball bat
frame0-01-03.53.jpg,a man on a dirt bike gesturing,a man that is standing by some dirt,the man is on a motorcycle in the desert
frame0-01-04.03.jpg,a man walking along with a motorcycle in the foreground,the man is riding his bike outside in the desert,a man wearing a helmet holds a baseball bat in his hand
frame0-01-04.53.jpg,a young man wearing motorcycle clothing poses with his bike,the man is standing next to his bike,this is a man on his bike in the desert
frame0-01-05.03.jpg,a man in yellow and grey jacket on dirt road next to trees,"a man wearing safety gear, carrying a bike with a helmet",a person riding on a motorcycle in the dirt
frame0-01-05.53.jpg,the man is riding his bike in the desert,the man is walking a bicycle in a field,a man with an out of control hand holds up a motorcycle
frame0-01-06.03.jpg,a man riding on top of a dirt bike,a man standing near some dirt roads with a motorcycle,a man with gloves on standing next to a dirt road
frame0-01-06.53.jpg,a man holding a baseball bat on top of a dirt field,a man holding a baseball bat in his right hand,a man in riding gear holding a motorcycle
frame0-01-07.00.jpg,a man on a motorcycle standing in the dirt,man carrying something behind him wearing baseball gloves,a man is wearing gear with a baseball bat and glove
frame0-01-07.50.jpg,a man sitting on top of a dirt bike on a field,a man riding on the back of a dirt bike,a man standing next to his bike on a dirt road
frame0-01-08.00.jpg,a man with a helmet and gloves standing near his motorcycle,a man that is holding a bat in his hand,a man riding a bike on top of a dirt road
frame0-01-08.50.jpg,the man is holding a large bat on his hands,a man that is holding a bike by his hand,the man is riding his motorcycle on the dirt road
frame0-01-09.00.jpg,man holding a wooden walking stick in the dirt,a person holding onto a bike and wearing gloves,a man holding onto a piece of wood near the ground
frame0-01-09.50.jpg,a person in gear is holding up a helmet,a man stands near his bicycle in the desert,a man standing on a dirt road near a bike
frame0-01-10.00.jpg,a person standing holding onto a bike while wearing gloves,a man with his hand outstretched next to a bike,a man is holding onto a bicycle handlebar
frame0-01-10.50.jpg,"a person on a motorcycle outside, making a hand sign",the man is making a gesture on the beach,a man on dirt bike wearing gloves and gloves
frame0-01-11.00.jpg,a man in an orange and black suit waves while holding his bike helmet on his left hand,a man in a uniform poses for a picture with a bicycle,a man holding onto a bike as he holds something in one hand
frame0-01-11.50.jpg,a man in a yellow jacket and gloves stands by a motorcycle,a man on his bicycle looking to his right,a man in yellow and black shirt holding a bike and pointing at something
frame0-01-12.01.jpg,man on dirt road preparing to fly kite,a man on a dirt bike holding a baseball bat,a man is getting ready to go for a run in the desert
frame0-01-12.51.jpg,a man in the mud with a handle bar on his hand,a man in a yellow and black outfit with a baseball bat,the man is holding onto something that appears to be flying in the air
frame0-01-13.01.jpg,a man holding a helmet and glove and giving a peace sign,the man is holding onto his helmet and waving,a man in yellow is holding something in his hands
frame0-01-13.51.jpg,a man is standing next to a dirt road and trees holding a stick and wearing gloves and vest,a man is wearing protective gear on a dirt road,man about to take off from a kite
frame0-01-14.01.jpg,a young man riding on top of a dirt field,man is outside riding his bicycle and talking on his cellphone,a man with a baseball bat and glove
frame0-01-14.51.jpg,a man holding a small object in his hand,a man who is holding his bike looking around,a man wearing a yellow jacket holds something in his hand and points
frame0-01-15.01.jpg,a man on a dirt road getting ready to go skiing,a man is holding onto something in his hands,a man holding a baseball bat and glove
frame0-01-15.51.jpg,a man that is on a dirt road with a motorcycle,the man is riding a bicycle wearing a helmet and gloves,a man with a glove on standing next to a motorcycle
frame0-01-16.01.jpg,man wearing an orange jacket holding a bat on a dirt road,there is a man in a motorcycle suit waving and holding his fist,there is a man on a dirt bike giving the middle finger sign
frame0-01-16.51.jpg,a man in black and yellow standing next to a dirt road,a man on a dirt bike is waving something,a man holding his helmet on while walking with his motorcycle
frame0-01-17.01.jpg,a person that is standing with a bat,a person on the ground holding something near their hands,a person holding a motorcycle on a dirt road
frame0-01-17.51.jpg,a man with a motorcycle in a dirt field,the man is holding a bat and a baseball glove,a man holding onto an object near the desert
frame0-01-18.01.jpg,a man holds his motorcycle while wearing gloves,there is a man wearing a black helmet and yellow and gray jacket,a man holding a helmet and a baseball bat
frame0-01-18.51.jpg,a man with a black helmet and yellow vest,a man in yellow and black jersey holding a baseball bat,the man is preparing to fly his kite
frame0-01-19.01.jpg,a man standing in front of a dirt road holding a bat,man wearing an armor pointing to something behind his back,a man holding a baseball bat near a dirt road
frame0-01-19.51.jpg,the man is standing outside near a small dirt hill,the man is holding on to his helmet,a person holding a tennis racket and standing in a dirt field
frame0-01-20.01.jpg,a man standing with a helmet on and holding a motorcycle,a man holds a water bottle on the desert with trees in the background,a person that is standing in the dirt
frame0-01-20.51.jpg,a man wearing a hat while holding a motorcycle,a man standing with his bike at the dirt track,a man standing on top of a dirt field
frame0-01-21.01.jpg,a man standing outside holding onto a bike helmet and gloves,a man holding a baseball bat up to the camera,man holding on to a bike in a dirt field
frame0-01-21.51.jpg,man in an orange shirt holding a kite,a man standing in the dirt holding a red glove,there is a man in orange and grey shirt holding a kite
frame0-01-22.02.jpg,a man riding on the back of a motorcycle,man doing trick on motorcycle at an event,a person is in the air doing a trick on a motorcycle
frame0-01-22.52.jpg,a man riding an airplane on his foot,an airplane flying high up in the air,a silver plane flying in the sky on a sunny day
frame0-01-23.02.jpg,a person on a dirt bike flying through the air,man performing trick on motorcycle in the air,a man jumping his dirt bike in the air
frame0-01-23.52.jpg,man is riding his bike on the side of a dirt hill,a man is in the air on his bike,a man is riding a motorcycle in the dirt
frame0-01-24.02.jpg,a person riding on top of a red and yellow motorcycle,two dirt bikers with helmets and gear on a muddy road,a man on dirt bike on a hill
frame0-01-24.52.jpg,a man riding a dirt bike across a dirt field,a man in dirt gear riding on a red dirt bike,a man riding a red dirt bike in the dirt
frame0-01-25.02.jpg,a man that is holding some baseball bats,the man with the paint chip on his hand is pointing to something,a man holding up something with a baseball bat
frame0-01-25.52.jpg,a man is standing near a dirt road and talking on the phone,a person in a baseball uniform holding a baseball bat,a man in an orange and black jacket is holding a baseball bat and wearing a protective vest
frame0-01-26.02.jpg,man in an orange and white jersey carrying a black baseball bat,a man wearing sunglasses is carrying a baseball bat,a man is taking a selfie while holding a baseball bat
frame0-01-26.52.jpg,the man with glasses has a baseball bat,a man is walking outside with a baseball bat,a man wearing a helmet and holding a baseball bat
frame0-01-27.02.jpg,a man in yellow vest next to a black and red stick,man in yellow and grey outfit pointing at something,a man is standing with a baseball bat
frame0-01-27.52.jpg,a man holding a baseball bat in front of trees,a man holding a bat on top of a dirt field,man in wet suit standing with an axe and holding baseball bat
frame0-01-28.02.jpg,the man has his hand over his ear as he holds something up,a man holding a bat while wearing an orange and white shirt,a man drinking from a bottle in the middle of a desert
frame0-01-28.52.jpg,a person holding a baseball bat and sunglasses on,the man is drinking water from a bottle,a man in motorcycle gear holding up a water bottle
frame0-01-29.02.jpg,the man in yellow is holding up a baseball bat,a man that is in the dirt with a baseball bat,a man standing on top of a dirt field holding up a tennis racquet
frame0-01-29.52.jpg,a man in dirt gear is holding on to his helmet,a man holds a baseball bat in his left hand and a glove in his right,the man is wearing gloves on his wrist while he holds onto a baseball bat
frame0-01-30.02.jpg,a man holding a baseball bat while standing in the dirt,a man is holding a baseball bat on the sand,a man holding a baseball bat over his head
frame0-01-30.52.jpg,a man is standing next to a red bicycle,a man holding onto something in the dirt,a man holding a large red ball bat
frame0-01-31.02.jpg,the man is outside by his bike holding something to his mouth,a man holding a baseball bat next to a sand field,a man standing on top of a dirt road
frame0-01-31.52.jpg,a person holding a baseball bat in his hands,a man in gloves holding an object in front of his face,man standing next to a horse carrying something on its back
frame0-01-32.03.jpg,the man is holding up his hands with gloves on,a man in a yellow jacket is holding an object,a man in white gloves standing by a red car
frame0-01-32.53.jpg,a man standing by a baseball bat on dirt,"a man with gloves on, holding a motorcycle",a man holding a ball bat while standing next to a dirt road
frame0-01-33.03.jpg,man posing with baseball gloves and glove holding up hand in dirt field,the man is standing with his hands out to his side,a man wearing gloves holding a motorcycle handlebar
frame0-01-33.53.jpg,the man is wearing a yellow jacket holding a baseball bat,man in the desert with a helmet on,the man is holding onto his glove to get out of the sand
frame0-01-34.03.jpg,the person is holding his hands out and doing something,woman on dirt bike holding a white glove,man in yellow and white holding a baseball bat
frame0-01-34.53.jpg,a man that is standing next to a pink bike,the man is putting something in his hand near a dirt road,a man in yellow is holding onto a bat
frame0-01-35.03.jpg,man with a glove and helmet near a bike,the man holds his gloves over his eyes,a man is holding something up in the air
frame0-01-35.53.jpg,a man holding a piece of cloth over a motorcycle,there is a man holding a glove while on a road,the man in yellow holds a glove next to an object
frame0-01-36.03.jpg,the man is holding something in his hand outside,a man in yellow and white jacket holding up something,a man stands on dirt while holding something in his hands
frame0-01-36.53.jpg,a man in a baseball uniform holding an airplane wing,a man holding a baseball bat while standing in the dirt,a man holding a baseball bat over a dirt field
frame0-01-37.03.jpg,the man is riding on a bike holding an object,a man on a dirt bike with trees in the background,man in orange jacket riding on a red motorcycle
frame0-01-37.53.jpg,man with baseball glove and glove on near dirt path,a person in an orange outfit with his glove on,a man in yellow shirt standing in dirt field
frame0-01-38.03.jpg,a man is holding a baseball bat and wearing a glove,a man in an orange shirt holding something in his hands,a man in a yellow shirt holding up his baseball glove
frame0-01-38.53.jpg,a man holding a teddy bear next to a motorcycle,the person holds a stuffed animal up to his ear,a man in a bike outfit is holding something
frame0-01-39.03.jpg,there is a man wearing motorcycle gear holding something,a person holding a motorcycle in the dirt,man is holding a bat standing in the dirt
frame0-01-39.53.jpg,"the man stands near a dirt road, holding a bicycle",a man holding onto a bicycle with another person standing nearby,a young man wearing protective gear in front of trees and dirt
frame0-01-40.03.jpg,a man holding a bat over his shoulder and wearing a protective uniform,the man is holding a baseball bat on a dirt field,a man wearing a yellow and black uniform holding a baseball bat
frame0-01-40.50.jpg,the man is standing in front of the dirt road,a man in a yellow shirt holding onto some skis,a man standing in the dirt with his bicycle
frame0-01-41.00.jpg,there is a man with a helmet on holding a skateboard,a man with an ear piece holding onto his glove,the man is holding his bike in one hand
frame0-01-41.50.jpg,a man holds up an item in his right hand while standing next to a small dirt field,a man carrying a baseball bat standing on top of a dirt field,a man that is walking on some dirt
frame0-01-42.00.jpg,a person in full gear standing by a motorcycle,a man with baseball gloves stands next to his bat,a man with a bicycle helmet and glove next to a baseball bat
frame0-01-42.50.jpg,a man wearing protective gear with a baseball bat,a man holding a baseball bat next to his body,a man standing next to an adult holding a baseball bat
frame0-01-43.00.jpg,a person wearing a helmet and goggles is standing with a motorcycle,there is a man that is riding a bike,a man holding onto a bike with a helmet and gloves on
frame0-01-43.50.jpg,a person standing next to a bike on dirt,a man standing next to a bike on a dirt road,there is a man standing in front of a bicycle
frame0-01-44.00.jpg,a man in safety gear holding up a bike,a man in white gloves holding up a metal object,a man in a yellow shirt holding up a bicycle
frame0-01-44.50.jpg,the man is riding his motorcycle while holding a beer bottle,a man riding a bike down a dirt road,man in the desert with a bike and helmet
frame0-01-45.00.jpg,a man in the woods with his bike,the man is holding the motorcycle with a helmet on,a man in yellow and black clothes holding a bike
frame0-01-45.51.jpg,a man wearing a helmet and holding a baseball bat,a man with a glove that is holding a baseball bat,a man with protective gear holding a bicycle
