Title,Cap1,Cap2,Cap3
frame0-00-45.51.jpg,blue balloons are being held up by children in the crowd,many people are gathered together for a parade,a group of people in a street holding balloons
frame0-00-46.01.jpg,a crowd of people are watching kites fly in the air,crowd gathered around some buildings and flying balloons,several people are standing and watching something with blue balloons
frame0-00-46.51.jpg,a crowd of people walking down a crowded street,an image of people enjoying a parade in the city,crowd of people walking down a city street under an overpass
frame0-00-47.01.jpg,people on an crowded city street in front of a bridge,a crowd of people walking down a crowded street,people on the sidewalk and street in the city
frame0-00-47.51.jpg,crowd of people walking down an urban street,several people walking in a crowded city street,there is a crowd of people walking down the street
frame0-00-48.01.jpg,there is many people walking down the street in a parade,a city street with lots of people and balloons,people wearing face masks walk down a crowded city street
frame0-00-48.52.jpg,several balloons are being released in the city,a crowd of people are lined up on the street,some people in costumes and balloons on a street
frame0-00-49.02.jpg,some people in masks at a carnival,a crowd is walking through the city and holding balloons,blurry picture of a woman at the end of a parade
frame0-00-49.52.jpg,a group of people watching clowns in a circus,blurry picture of many people in a room,the back view of people with pompom garlands
frame0-00-50.02.jpg,black cat with pink ears in middle of group,this is an image of a dog at an outdoor event,there is a dog standing behind people
frame0-00-50.52.jpg,the crowd is waiting to see the clown perform,blurry image of a back with many balloons at an event,"people in the middle of an asian market with orange, red and blue balloons"
frame0-00-51.02.jpg,a blurry image of some balloons and confetti,the back view of a costumed person looking down at something,an upside down view of people walking in line
frame0-00-51.52.jpg,a cow is covered in colorful pompoms as it walks,several stuffed animals dressed up in various colors and designs,a black cow that is standing next to a wall
frame0-00-52.02.jpg,some very pretty small flowers on a hair piece,people stand around holding balloons and wearing paper flowers,a girl standing in front of a bunch of colorful balloons
frame0-00-52.52.jpg,a cat is sniffing the ground with balloons in the background,an asian woman is standing in front of many colorful balloons,the back of a woman's head wearing an animal hat with big ears and flowers in the ears
frame0-00-53.02.jpg,the red clown has blue balloons hanging off the back of it,a person that is holding some balloons,"a clown has its face covered in red, white and blue balloons"
frame0-00-53.52.jpg,a close up view of an animal made from something red,a close up of an old red stuffed animal,blurred image of red teddy bear with mouth open
frame0-00-54.02.jpg,a yellow and red balloon with a black base,a balloon is held in the shape of a bear,there is a yellow balloon in front of some colorful decorations
frame0-00-54.52.jpg,a close up view of a bunch of colorful items,a red teddy bear with a red ballon hanging on the side,two toys are arranged next to each other
frame0-00-55.02.jpg,a red dragon with red wings and gold chains,this is an abstract image with blurry red and gold colors,a man in red outfit with feathered head holding a yellow ball
frame0-00-55.52.jpg,the image of a colorful dragon is blurry,there is an odd color on the feathers,colorful animal wearing shiny clothing and a gold belt
frame0-00-56.02.jpg,a close up of an animal with a decoration,an animal is wearing many decorations with some people,a parade participant wears a headgear with red feathers and gold foil
frame0-00-56.52.jpg,a parade participant in a dragon head dress,red and gold cloth headgear on the man,a close up image of an asian style lion costume on a parade
frame0-00-57.02.jpg,blurred image of pedestrians and people on a busy city street,blurry photo of people walking on city street,people and a flag on the street outside
frame0-00-57.52.jpg,people in the city street at a festival,a man wearing a costume with balloons is at an intersection,a float float in the middle of a crowded street
frame0-00-58.02.jpg,there is an asian parade in the street,a crowd of people watching two men wearing chinese headgear,people in bright red hats are walking through the city
frame0-00-58.53.jpg,people in colorful headgear and hats are marching,a group of people in red and gold costumes,some people are walking on the street in costume
frame0-00-59.03.jpg,blurry red image of the skin on an adult male,the blurry image shows a cat's face on a red background,an image of red colored blurry images
frame0-00-59.53.jpg,two performers wearing masks stand on the street,a man in a dragon costume standing next to a woman with a balloon,a street scene with people dressed in costumes
frame0-01-00.03.jpg,a group of people in costume in front of a bank,a bunch of people dressed up with animal costumes at a street carnival,a crowd of people in costumes standing on a street
frame0-01-00.53.jpg,a large lion with a balloon standing next to people,there are many people outside wearing costumes,a crowd in a city street has a large balloon with a man wearing a lion costume
frame0-01-01.03.jpg,an inflatable clown is walking through the street,a costumed person is at a celebration,person in costume and balloons walking down the street
frame0-01-01.53.jpg,a parade with clown and balloons at a celebration,people are standing outside in a parade near a store,some people standing on the street and people are talking
frame0-01-02.03.jpg,the men are dancing and waving in parade,a parade is happening and the performers are in color,a couple of people standing on a stage holding cell phones
frame0-01-02.53.jpg,a group of people in costume marching down a street,a group of people are walking in a parade,"people standing in line, all wearing colored costume"
frame0-01-03.03.jpg,a crowd of people dancing around a parade,a group of people that are standing up,a group of men and women dancing in costume
frame0-01-03.53.jpg,people with red and yellow umbrellas are dancing,an asian woman is dancing with other people,several people in colorful costumes performing a musical
frame0-01-04.03.jpg,many asian people with colorful outfits and headgear,people dance and sing in a parade,there is people walking on the street with orange and blue costumes
frame0-01-04.53.jpg,a crowd of people wearing red and black clothes and wearing masks,several people wearing red masks as they stand near a crowd,people are waiting for a parade to start
frame0-01-05.03.jpg,"people standing in line next to barricades, people are wearing masks",there are a lot of people outside of the building,a large group of people standing around a street
frame0-01-05.53.jpg,people waiting for the event to happen,a red plastic man in the middle of a crowd of people,a child in the street with a mask on
frame0-01-06.03.jpg,a man in a red jacket is throwing a confetti,this man is throwing confetti and watching the street performer,people watching someone in a red jacket holding their hands behind a metal railing
frame0-01-06.53.jpg,a boy is walking down the street carrying his backpack,a person in a red jacket holding a black bag and walking down the street,a person walking down the street on a cold day
frame0-01-07.00.jpg,a bunch of men are laying on the side of the road,a man and woman on a skateboard among confetti,two men running through confetti in the street
frame0-01-07.50.jpg,two skateboarders performing tricks while covered in confetti,two young boys riding skateboards on top of a street covered in confetti,two skateboarders with red shirts skate through confetti on a city street
frame0-01-08.00.jpg,a man wearing a black mask walks down the street,a woman walks down a street in front of a large crowd,a man wearing a red vest walking down the street
frame0-01-08.50.jpg,"a group of people in red jackets, standing next to each other",two people walking down a street with confetti,blurry photo of a person with red shirt and black pants walking down street
frame0-01-09.00.jpg,two police men in red jackets walk down a city street,a policeman in front of the crowd watching a parade,a person in a red and black uniform on a street
frame0-01-09.50.jpg,a parade with a police officer giving a speech in the middle of the street,two people are dressed as clowns marching down the street,a crowd of people that are marching in a parade
frame0-01-10.00.jpg,people in costumes watching some kind of parade,a couple of men walking across a street under an umbrella,a person in a crowd with red hoods watching something
frame0-01-10.50.jpg,several people in costume and one man with red hair walking in front of a crowd,a person in red is dancing on the street,a crowd watches a parade with clowns wearing red and white clothing
frame0-01-11.00.jpg,people watching an event with clown in parade,the people in costumes are celebrating the carnival,people in red hats walk on the street
frame0-01-11.50.jpg,man takes photo with cellphone while holding red umbrella,a hand holding up a smart phone taking a picture,a person taking a photo with their phone on the street
frame0-01-12.01.jpg,someone taking a photo of themselves in the street,a hand is holding up a smart phone with pictures on it,someone taking a photo with their phone of a parade
frame0-01-12.51.jpg,a person holds up a cell phone for a picture,a person taking a photo with a cell phone,a person taking a photo of some people
frame0-01-13.01.jpg,an old woman in a red hat is in front of spectators,a woman in a red hat smiling at the camera,an elderly woman wearing a red beanie smiles as others walk down the street
frame0-01-13.51.jpg,an older woman wearing a red hat is making a silly face,an old woman smiles at the camera with a crowd behind her,an older woman is standing in front of an audience
frame0-01-14.01.jpg,a close up photo of a lady smiling in a crowd,a person with a hat and jacket on is smiling,a woman smiling while wearing a red cap
frame0-01-14.51.jpg,a person in a red knit hat smiles,a man wearing a red hat on top of a sidewalk,a smiling woman is outside while she watches a crowd
frame0-01-15.01.jpg,a woman with black hair and a red hat looking into the sky,a woman smiling while walking down the street,a person laughing while standing next to a crowd
frame0-01-15.51.jpg,a group of people are holding up lollipop sticks,several people stand in a group holding candy,people standing near a sign with something in each hand
frame0-01-16.01.jpg,the woman has a cigarette in her mouth while blowing bubbles,people standing in front of a crowd and holding bottles,an older woman with a weird hat on in the street
frame0-01-16.51.jpg,two women in coats holding umbrellas in a crowd,a group of people gathered in the street on a street corner,two older women are blowing soap from a blower
frame0-01-17.01.jpg,two women laughing with one holding something in their hand,group of women standing on a city street together,a group of people who are holding onto a pole
frame0-01-17.51.jpg,a man wearing a snowman hat at a holiday parade,the man is using his cell phone to get some fun,a man dressed as a snowman holding up a cell phone
frame0-01-18.01.jpg,two men are standing under an umbrella and laughing,a group of people stand together and drink while others stand around,two men in a street having fun with each other
frame0-01-18.51.jpg,a crowd of people gathered next to a fire hydrant,many people walking on a city sidewalk and some are wearing jackets,people in a crowd walking by each other
frame0-01-19.01.jpg,a man in blue jacket standing in front of other people,blurry image of a man wearing blue on the street,a man in blue is seen as others stand around
frame0-01-19.51.jpg,a blurry image of people walking down the street,a group of people walking down a crowded street,people are walking on a crowded city street
frame0-01-20.01.jpg,a group of people are walking through a crowded area,a group of people are walking down the street,there is many people walking on this busy street
frame0-01-20.51.jpg,a young boy plays with some type of toy outside,a little boy in a crowd is looking at confetti,a little boy holding a teddy bear on a sidewalk
frame0-01-21.01.jpg,boy wearing coat with hand made umbrella standing in front of a crowd of people,a young boy wearing a grey hat is looking at confetti,a child in a brown hat and jacket holding something
frame0-01-21.51.jpg,a young boy dressed in black holding a string and running down the street,a little boy that is standing by a sign,little boy standing in front of people holding onto a kite
frame0-01-22.02.jpg,a young girl walking down the street with her hands up in the air,a group of children and adults stand in line,the boy is holding his hands up for the camera
frame0-01-22.52.jpg,a child standing in a street with confetti all over it,a child is tossing confetti on a crowded street,a boy is waving at a crowd at an event
frame0-01-23.02.jpg,some people are standing with white and blue streamers,kids in red coats dancing at a parade,some people in red jackets are holding streamers
frame0-01-23.52.jpg,two people waving something white while standing near a crowd,some people holding onto streamers in the street,a group of people on a street playing with a kite
frame0-01-24.02.jpg,three people at the parade holding up umbrellas,kids dressed in red and black holding water bottles,people holding blue balloons in the street
frame0-01-24.52.jpg,a group of people standing around holding paper cut outs,people are gathered in the street holding their umbrellas,many people hold blue and white paper umbrellas
frame0-01-25.02.jpg,there is a person wearing a reindeer costume,a person in a turkey costume with other people around,a person wearing a white and red christmas turkey costume
frame0-01-25.52.jpg,a young child in a bunny suit standing next to an adult,a small boy wearing a bunny suit and standing next to a giant bunny,a girl looking at something while standing near some large stuffed animals
frame0-01-26.02.jpg,a young girl looks at her cell phone while other people stand by a food cart,a small child standing next to a metal pot of food,"two people wearing costumes, one is holding a phone and the other is a woman holding an apple"
frame0-01-26.52.jpg,two children are playing with toys in a toy store,the little girl is looking at the carrots in the basket,a small child is at a market with some kind of vegetables
frame0-01-27.02.jpg,red blurred photograph of man with sunglasses and tie,blurry photo of people in a crowd in a red light,red blurry image of a blurred camera
frame0-01-27.52.jpg,woman with colorful hair and fancy dress walking past a crowd,a person standing behind a colorful crowd in front of a building,a man dressed in costume is looking off into the distance
frame0-01-28.02.jpg,a woman in a dress and feather headpiece on a street,people are watching performers on a crowded city street,man in a costume is dancing on the street
frame0-01-28.52.jpg,blurry picture of people and a street and a float,a blurred photograph of an individual in the foreground with a crowd of people standing behind a barricade,a blurry photo of a crowd at a festival
frame0-01-29.02.jpg,a group of people walking down a city street,people wearing colorful costumes walking down the street,the mardi gras is a one person event
frame0-01-29.52.jpg,blurry photograph of people with umbrellas in the rain,a blurry picture of some people on a busy street,people walking down a busy city street on a rainy day
frame0-01-30.02.jpg,a large crowd walking down a street in some big city,a group of people are standing in the street,pedestrians in busy crowded city street with shops
frame0-01-30.52.jpg,many people walk down the busy street in a big city,many people on a crowded street corner,crowd walking down crowded city street during daytime
frame0-01-31.02.jpg,a man with a chef hat on standing next to another person,a busy city street with a large group of people and one man wearing a small head band,several people wearing hats in a crowded area
frame0-01-31.52.jpg,a group of people stand in a crowded area,an oriental man with a white cap standing in a crowd,a man with a chef's hat on in the middle of a street
frame0-01-32.03.jpg,a man is dressed in a sailor hat and wearing a headband,a man with a white hat on top of his head,there is a man wearing a hat and holding a banana
frame0-01-32.53.jpg,the group of people are wearing hats and standing together,a group of people are standing in front of a crowd,a chef is walking among a group of people
frame0-01-33.03.jpg,colorful buildings along a side walk under blue sky,an object is flying in the sky over several buildings,a city building that looks very old and abandoned
frame0-01-33.53.jpg,colorful buildings under a clear blue sky in the middle of a town,a couple of red balls are flying over tall buildings,the sky is very blue and overcast today
frame0-01-34.03.jpg,a street scene with a fire escape,a row of buildings with several balconies above them,a photo of an apartment building in new york city
frame0-01-34.53.jpg,two brown and one green buildings on a sunny day,a fire escape is in between some tall buildings,there is a city block that has many balconies
frame0-01-35.03.jpg,an apartment building next to a large traffic light,tall buildings against a blue sky with wires hanging from the roof,there are several buildings near one another
frame0-01-35.53.jpg,a bunch of colorful buildings with black balconies,buildings with balconies are lined up next to each other,buildings near a street with street lights and stairs on the side
frame0-01-36.03.jpg,an old city block with various colored buildings,an assortment of colorful building facades including two fire escapes,buildings along the street with an electrical fence
frame0-01-36.53.jpg,some fire escapes are on the side of a building,two buildings side by side with one orange and the other green,the building has two floors that is yellow and green
frame0-01-37.03.jpg,a group of old buildings with balconies,buildings stand in the foreground against a blue sky,an apartment building that's located near the top of another building
frame0-01-37.53.jpg,a garbage truck that is parked on the street,the trash truck is parked on the side of the road,a garbage truck driving down a street next to a building
frame0-01-38.03.jpg,a dump truck is parked on a street with confetti,the garbage truck is stopped for people to inspect,a white dump truck on a city street
frame0-01-38.53.jpg,a garbage truck with an open trash can near it,a garbage truck is sitting by the side of the road,a garbage truck parked in the middle of the street
frame0-01-39.03.jpg,a garbage truck driving down the street,a truck is driving down the road near buildings,a dump truck driving on the road with its broken front end
frame0-01-39.53.jpg,a dump truck is sitting on the side of a street,large garbage truck on the side of the road,a white garbage truck sitting next to a curb
frame0-01-40.03.jpg,a garbage truck sitting on the side of a road,a garbage truck that is parked in the street,a large truck parked on a street next to a building
frame0-01-40.50.jpg,a trash truck parked on the side of the road,a street cleaning truck in front of a business,a trash truck driving down the road in front of an intersection
frame0-01-41.00.jpg,a street scene with focus on the garbage truck,a garbage truck is parked outside a store,an empty trash truck in front of a store
frame0-01-41.50.jpg,a person is holding a tennis racket and is swinging it,a woman sitting on the bed and holding a cell phone,a black and red clock tower in the night
frame0-01-42.00.jpg,a man leaning up against a wall holding a bat,a black and white photo shows the reflection of a person in the mirror,the side view of a building in the dark
frame0-01-42.50.jpg,facebook ad featuring the profile of romio on twitter,the facebook page for roma and the neighborhood,"facebook cover image for facebook, romio follow your neighborhood"
frame0-01-43.00.jpg,a black photo that is featured in the dark,the logo for an upcoming event,the logo for roma follower on facebook
frame0-01-43.50.jpg,the website features a logo and text,a black background with words and pictures to describe it,roma facebook page shows an image with the name
frame0-01-44.00.jpg,facebook page with romano logo,a dark background with the text romio follows your neighborhood facebook com / chinatownnyc,a black background with the words romo following them
frame0-01-44.50.jpg,a black background with white text and some yellow arrows,a logo for romio follow your neighborhood facebook,"the logo for romio, a neighborhood that has facebook for users"
frame0-01-45.00.jpg,"the logo for romio, a new neighborhood with facebook connections",some logos are seen in this photo,the word roma follows across the image and features images of people on different social platforms
frame0-01-45.51.jpg,a black background with the logo for romo follow your neighborhood facebook,the facebook page for a facebook group,the facebook logo is displayed on the cover of a magazine
frame0-01-46.01.jpg,the black screen has a yellow and red sign,a facebook logo with the word'roma follow your neighborhood facebook ',the facebook logo is shown in black
frame0-01-46.51.jpg,a facebook cover shows a woman holding a remote,a white logo with the words romio follow your neighborhood,a dark picture with the word roma written on it
frame0-01-47.01.jpg,the facebook cover has been replaced for this image,the profile on top of a website with text below it,two men looking at a black screen with a red and yellow arrow
frame0-01-47.51.jpg,a black background with the words roma follow your neighborhood facebook com / chinatown nyc,facebook logo with words romio follow your neighborhood,a photo taken in the dark shows a facebook logo
frame0-01-48.01.jpg,the logo for an entertainment company that has an image of romio,"a facebook cover for romano, a neighborhood",a black background with a white and yellow logo
frame0-01-48.51.jpg,the facebook page for roma follow your neighborhood,facebook page with logos for two new facebook groups,the logo for romantic hotel romio
frame0-01-49.01.jpg,two facebook avatars are on this black background,logo for a restaurant called roma on a dark background,a screenshot of the romio follow your neighborhood
frame0-01-49.51.jpg,the logo of a social network with a few small logos,"the logo for romio, a social network for night watchers",facebook cover with the roma logo and facebook logo
frame0-01-50.01.jpg,a black and white logo with the word roma,a dark photo with the words romio below it,the logo for roma follow your neighborhood facebook
