,0,1
42,"You hear speech, vehicle, music, car, and outside, urban or manmade and see a man is standing next to some baseball bats and balls",1.25
43,"You hear speech, vehicle, music, car, and outside, urban or manmade and see man in gray and orange jacket holding onto a baseball bat",1.25
44,"You hear speech, vehicle, music, fowl, and gunshot, gunfire and see an image of a man with a bat in his hands",1.45
45,"You hear speech, vehicle, music, fowl, and gunshot, gunfire and see a man standing in the dirt holding an empty baseball bat",1.45
46,"You hear speech, vehicle, music, fowl, and gunshot, gunfire and see a man with a helmet and a stick in his hand",1.45
47,"You hear speech, vehicle, music, fowl, and gunshot, gunfire and see a man with a baseball bat in his hand and wearing a helmet",1.45
48,"You hear speech, music, vehicle, gunshot, gunfire, and fowl and see the man is holding a baseball bat in his hand",1.4
49,"You hear speech, music, vehicle, gunshot, gunfire, and fowl and see a man standing in the dirt holding a baseball bat",1.4
50,"You hear speech, music, vehicle, gunshot, gunfire, and fowl and see the man stands with a stick in his hand",1.4
51,"You hear speech, music, vehicle, gunshot, gunfire, and fowl and see the man is holding his bat in one hand and wearing a protective suit",1.4
52,"You hear speech, vehicle, outside, urban or manmade, car, and animal and see a man standing on a dirt road holding a bat",1.25
53,"You hear speech, vehicle, outside, urban or manmade, car, and animal and see a man in an astronaut suit holding onto a stick",1.25
54,"You hear speech, vehicle, outside, urban or manmade, car, and animal and see a man is holding a baseball bat on a dirt ground",1.25
55,"You hear speech, vehicle, outside, urban or manmade, car, and animal and see a man is dressed in baseball equipment with gloves on",1.25
56,"You hear speech, music, vehicle, fowl, and animal and see a man holding a baseball bat in front of a dirt field",1.4
57,"You hear speech, music, vehicle, fowl, and animal and see a man that is holding a baseball bat",1.4
58,"You hear speech, music, vehicle, fowl, and animal and see a man in a body suit holding a baseball bat",1.4
59,"You hear speech, music, vehicle, fowl, and animal and see the man is on the road holding a bat",1.4
60,"You hear speech, vehicle, car, music, and gunshot, gunfire and see a man with his mouth open standing in the dirt with a helmet on",1.4
61,"You hear speech, vehicle, car, music, and gunshot, gunfire and see two women standing near each other in a park",1.4
62,"You hear speech, vehicle, car, music, and gunshot, gunfire and see a man walking with a pair of skis behind him",1.4
63,"You hear speech, vehicle, car, music, and gunshot, gunfire and see a man standing with his bicycle wearing a helmet",1.4
64,"You hear speech, vehicle, car, car passing by, and outside, urban or manmade and see a man is holding onto his bike while riding in the dirt",2.0
65,"You hear speech, vehicle, car, car passing by, and outside, urban or manmade and see a man standing in front of a dirt road holding a bat",2.0
66,"You hear speech, vehicle, car, car passing by, and outside, urban or manmade and see a person in a yellow shirt holding up a bat",2.0
67,"You hear speech, vehicle, car, car passing by, and outside, urban or manmade and see a man with gloves and a helmet, is holding onto a baseball bat",2.0
68,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man holding a helmet and a ski on his hand",1.85
69,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man holding a baseball bat on a dirt road",1.85
70,"You hear speech, vehicle, car, music, and outside, urban or manmade and see man in an orange and white racing suit holding a motorcycle",1.85
71,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man in a yellow shirt holding a bat in his left hand",1.85
72,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man on a dirt road wearing a vest and gloves",1.8
73,"You hear speech, vehicle, car, music, and outside, urban or manmade and see man in the dirt holding a small bike",1.8
74,"You hear speech, vehicle, car, music, and outside, urban or manmade and see the man is standing on top of a dirt road near a small bike",1.8
75,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a person riding a bicycle with a helmet on and a gloved hand",1.8
76,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man standing next to a dirt road in a dry field",1.85
77,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man standing in the sand next to a dirt road",1.85
78,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man wearing gloves holding onto his motorcycle",1.85
79,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man standing next to a motorcycle on a dirt road",1.85
80,"You hear speech, vehicle, car, outside, urban or manmade, and truck and see a man wearing a motorcycle outfit and carrying a motorbike",1.9
81,"You hear speech, vehicle, car, outside, urban or manmade, and truck and see a man in a full motorcycle bodysuit riding down a dirt road",1.9
82,"You hear speech, vehicle, car, outside, urban or manmade, and truck and see man on dirt bike holding a paddle and a glove",1.9
83,"You hear speech, vehicle, car, outside, urban or manmade, and truck and see a man in an old yellow outfit standing next to a motorcycle",1.9
84,"You hear speech, vehicle, car, music, and gunshot, gunfire and see the man in the yellow shirt is wearing a protective jacket",1.8
85,"You hear speech, vehicle, car, music, and gunshot, gunfire and see a man standing on a dirt path holding onto an object",1.8
86,"You hear speech, vehicle, car, music, and gunshot, gunfire and see man in an outdoor setting with a motorcycle on a dirt road",1.8
87,"You hear speech, vehicle, car, music, and gunshot, gunfire and see man in a yellow jacket standing next to a bicycle",1.8
88,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man wearing a helmet and goggles standing next to a bike",1.2
89,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man holding a bicycle in a desert setting",1.2
90,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man riding on a dirt bike through a field",1.2
91,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man standing next to his bike wearing a bib",1.2
92,"You hear speech, vehicle, car, fowl, and outside, rural or natural and see a man standing in the dirt with a bicycle",1.4
93,"You hear speech, vehicle, car, fowl, and outside, rural or natural and see the man is standing in the middle of a dirt road holding his bicycle",1.4
94,"You hear speech, vehicle, car, fowl, and outside, rural or natural and see a man holding something next to his bike on a dirt field",1.4
95,"You hear speech, vehicle, car, fowl, and outside, rural or natural and see a man holding onto his bike outside in the desert",1.4
96,"You hear speech, fowl, vehicle, gunshot, gunfire, and outside, rural or natural and see a man with a motorcycle on a dirt road",1.3
97,"You hear speech, fowl, vehicle, gunshot, gunfire, and outside, rural or natural and see a man with a helmet and gloves holding a bicycle",1.3
98,"You hear speech, fowl, vehicle, gunshot, gunfire, and outside, rural or natural and see a person on a dirt path with a bicycle",1.3
99,"You hear speech, fowl, vehicle, gunshot, gunfire, and outside, rural or natural and see a person on a dirt bike with trees in the background",1.3
100,"You hear speech, vehicle, car, outside, urban or manmade, and outside, rural or natural and see a man holding onto a dirt road with trees in the background",1.35
101,"You hear speech, vehicle, car, outside, urban or manmade, and outside, rural or natural and see a man wearing a yellow jacket holding an object",1.35
102,"You hear speech, vehicle, car, outside, urban or manmade, and outside, rural or natural and see a man in orange jacket with motorcycle helmet standing next to bike",1.35
103,"You hear speech, vehicle, car, outside, urban or manmade, and outside, rural or natural and see the man is holding something in his hand near a dirt road",1.35
104,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man in a helmet and protective gear is next to his motorcycle",1.25
105,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man standing next to his bike on dirt road",1.25
106,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man in an orange and gray motorcycle is holding some dirt",1.25
107,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man holding onto some kind of baseball bat",1.25
108,"You hear speech, artillery fire, vehicle, gunshot, gunfire, and car and see the man on the bike is carrying a baseball bat",1.3
109,"You hear speech, artillery fire, vehicle, gunshot, gunfire, and car and see a man standing next to his bike wearing safety equipment",1.3
110,"You hear speech, artillery fire, vehicle, gunshot, gunfire, and car and see a man holding a baseball bat on the field",1.3
111,"You hear speech, artillery fire, vehicle, gunshot, gunfire, and car and see a man is standing with his baseball bat",1.3
112,"You hear speech, vehicle, motorcycle, car, and outside, rural or natural and see a person on a snowboard jumping in the air",1.55
113,"You hear speech, vehicle, motorcycle, car, and outside, rural or natural and see the person is doing tricks on his dirt bike",1.55
114,"You hear speech, vehicle, motorcycle, car, and outside, rural or natural and see a man jumps on his motorcycle in mid air",1.55
115,"You hear speech, vehicle, motorcycle, car, and outside, rural or natural and see the dirtbike is making a turn around the bend",1.55
116,"You hear speech, vehicle, motorcycle, outside, rural or natural, and music and see a motorcross rider is making a jump on his bike",3.95
117,"You hear speech, vehicle, motorcycle, outside, rural or natural, and music and see a man riding a dirt bike on a desert",3.95
118,"You hear speech, vehicle, motorcycle, outside, rural or natural, and music and see a person riding a bike down a dirt road",3.95
119,"You hear speech, vehicle, motorcycle, outside, rural or natural, and music and see the man is riding his dirt bike through the field",3.95
120,"You hear speech, vehicle, music, wind, and animal and see a blurry photo shows a man on a motorcycle in the desert",2.35
121,"You hear speech, vehicle, music, wind, and animal and see the person in a full body run jacket is holding an instrument",2.35
122,"You hear speech, vehicle, music, wind, and animal and see the man holds up a bat and gloves to catch a frisbee",2.35
123,"You hear speech, vehicle, music, wind, and animal and see a man in protective gear holding a bike",2.35
124,"You hear speech, gunshot, gunfire, vehicle, music, and artillery fire and see a woman in an orange jacket holding her bike",2.7
125,"You hear speech, gunshot, gunfire, vehicle, music, and artillery fire and see a man holding a bike and looking at the camera",2.7
126,"You hear speech, gunshot, gunfire, vehicle, music, and artillery fire and see there is a man that is wearing an adult vest and riding a motorcycle",2.7
127,"You hear speech, gunshot, gunfire, vehicle, music, and artillery fire and see a man on a dirt bike gesturing",2.7
128,"You hear speech, vehicle, outside, urban or manmade, music, and car and see a man walking along with a motorcycle in the foreground",1.95
129,"You hear speech, vehicle, outside, urban or manmade, music, and car and see a young man wearing motorcycle clothing poses with his bike",1.95
130,"You hear speech, vehicle, outside, urban or manmade, music, and car and see a man in yellow and grey jacket on dirt road next to trees",1.95
131,"You hear speech, vehicle, outside, urban or manmade, music, and car and see the man is riding his bike in the desert",1.95
132,"You hear speech, vehicle, wind, wind noise (microphone), and car and see a man riding on top of a dirt bike",2.0
133,"You hear speech, vehicle, wind, wind noise (microphone), and car and see a man holding a baseball bat on top of a dirt field",2.0
134,"You hear speech, vehicle, wind, wind noise (microphone), and car and see a man on a motorcycle standing in the dirt",2.0
135,"You hear speech, vehicle, wind, wind noise (microphone), and car and see a man sitting on top of a dirt bike on a field",2.0
136,"You hear speech, music, vehicle, outside, urban or manmade, and gunshot, gunfire and see a man with a helmet and gloves standing near his motorcycle",1.85
137,"You hear speech, music, vehicle, outside, urban or manmade, and gunshot, gunfire and see the man is holding a large bat on his hands",1.85
138,"You hear speech, music, vehicle, outside, urban or manmade, and gunshot, gunfire and see man holding a wooden walking stick in the dirt",1.85
139,"You hear speech, music, vehicle, outside, urban or manmade, and gunshot, gunfire and see a person in gear is holding up a helmet",1.85
140,"You hear speech, vehicle, music, car, and vehicle horn, car horn, honking and see a person standing holding onto a bike while wearing gloves",1.75
141,"You hear speech, vehicle, music, car, and vehicle horn, car horn, honking and see a person on a motorcycle outside, making a hand sign",1.75
142,"You hear speech, vehicle, music, car, and vehicle horn, car horn, honking and see a man in an orange and black suit waves while holding his bike helmet on his left hand",1.75
143,"You hear speech, vehicle, music, car, and vehicle horn, car horn, honking and see a man in a yellow jacket and gloves stands by a motorcycle",1.75
144,"You hear speech, vehicle, music, car, and outside, urban or manmade and see man on dirt road preparing to fly kite",1.85
145,"You hear speech, vehicle, music, car, and outside, urban or manmade and see a man in the mud with a handle bar on his hand",1.85
146,"You hear speech, vehicle, music, car, and outside, urban or manmade and see a man holding a helmet and glove and giving a peace sign",1.85
147,"You hear speech, vehicle, music, car, and outside, urban or manmade and see a man is standing next to a dirt road and trees holding a stick and wearing gloves and vest",1.85
148,"You hear speech, vehicle, outside, urban or manmade, car, and outside, rural or natural and see a young man riding on top of a dirt field",1.75
149,"You hear speech, vehicle, outside, urban or manmade, car, and outside, rural or natural and see a man holding a small object in his hand",1.75
150,"You hear speech, vehicle, outside, urban or manmade, car, and outside, rural or natural and see a man on a dirt road getting ready to go skiing",1.75
151,"You hear speech, vehicle, outside, urban or manmade, car, and outside, rural or natural and see a man that is on a dirt road with a motorcycle",1.75
152,"You hear speech, vehicle, car, outside, urban or manmade, and music and see man wearing an orange jacket holding a bat on a dirt road",2.25
153,"You hear speech, vehicle, car, outside, urban or manmade, and music and see a man in black and yellow standing next to a dirt road",2.25
154,"You hear speech, vehicle, car, outside, urban or manmade, and music and see a person that is standing with a bat",2.25
155,"You hear speech, vehicle, car, outside, urban or manmade, and music and see a man with a motorcycle in a dirt field",2.25
156,"You hear speech, music, vehicle, animal, and silence and see a man holds his motorcycle while wearing gloves",2.0
157,"You hear speech, music, vehicle, animal, and silence and see a man with a black helmet and yellow vest",2.0
158,"You hear speech, music, vehicle, animal, and silence and see a man standing in front of a dirt road holding a bat",2.0
159,"You hear speech, music, vehicle, animal, and silence and see the man is standing outside near a small dirt hill",2.0
160,"You hear speech, vehicle, gunshot, gunfire, car, and artillery fire and see a man standing with a helmet on and holding a motorcycle",2.0
161,"You hear speech, vehicle, gunshot, gunfire, car, and artillery fire and see a man wearing a hat while holding a motorcycle",2.0
162,"You hear speech, vehicle, gunshot, gunfire, car, and artillery fire and see a man standing outside holding onto a bike helmet and gloves",2.0
163,"You hear speech, vehicle, gunshot, gunfire, car, and artillery fire and see man in an orange shirt holding a kite",2.0
164,"You hear speech, vehicle, car, outside, urban or manmade, and car passing by and see a man riding on the back of a motorcycle",2.45
165,"You hear speech, vehicle, car, outside, urban or manmade, and car passing by and see a man riding an airplane on his foot",2.45
166,"You hear speech, vehicle, car, outside, urban or manmade, and car passing by and see a person on a dirt bike flying through the air",2.45
167,"You hear speech, vehicle, car, outside, urban or manmade, and car passing by and see man is riding his bike on the side of a dirt hill",2.45
168,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a person riding on top of a red and yellow motorcycle",4.5
169,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man riding a dirt bike across a dirt field",4.5
170,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man that is holding some baseball bats",4.5
171,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man is standing near a dirt road and talking on the phone",4.5
172,"You hear speech, vehicle, car, music, and outside, urban or manmade and see man in an orange and white jersey carrying a black baseball bat",2.55
173,"You hear speech, vehicle, car, music, and outside, urban or manmade and see the man with glasses has a baseball bat",2.55
174,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man in yellow vest next to a black and red stick",2.55
175,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man holding a baseball bat in front of trees",2.55
176,"You hear speech, vehicle, car, music, and outside, urban or manmade and see the man has his hand over his ear as he holds something up",2.0
177,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a person holding a baseball bat and sunglasses on",2.0
178,"You hear speech, vehicle, car, music, and outside, urban or manmade and see the man in yellow is holding up a baseball bat",2.0
179,"You hear speech, vehicle, car, music, and outside, urban or manmade and see a man in dirt gear is holding on to his helmet",2.0
180,"You hear speech, music, vehicle, car, and fowl and see a man holding a baseball bat while standing in the dirt",1.85
181,"You hear speech, music, vehicle, car, and fowl and see a man is standing next to a red bicycle",1.85
182,"You hear speech, music, vehicle, car, and fowl and see the man is outside by his bike holding something to his mouth",1.85
183,"You hear speech, music, vehicle, car, and fowl and see a person holding a baseball bat in his hands",1.85
184,"You hear speech, fowl, vehicle, turkey, and music and see the man is holding up his hands with gloves on",1.85
185,"You hear speech, fowl, vehicle, turkey, and music and see a man standing by a baseball bat on dirt",1.85
186,"You hear speech, fowl, vehicle, turkey, and music and see man posing with baseball gloves and glove holding up hand in dirt field",1.85
187,"You hear speech, fowl, vehicle, turkey, and music and see the man is wearing a yellow jacket holding a baseball bat",1.85
188,"You hear speech, fowl, vehicle, turkey, and gunshot, gunfire and see the person is holding his hands out and doing something",2.15
189,"You hear speech, fowl, vehicle, turkey, and gunshot, gunfire and see a man that is standing next to a pink bike",2.15
190,"You hear speech, fowl, vehicle, turkey, and gunshot, gunfire and see man with a glove and helmet near a bike",2.15
191,"You hear speech, fowl, vehicle, turkey, and gunshot, gunfire and see a man holding a piece of cloth over a motorcycle",2.15
192,"You hear speech, vehicle, outside, rural or natural, animal, and silence and see the man is holding something in his hand outside",2.25
193,"You hear speech, vehicle, outside, rural or natural, animal, and silence and see a man in a baseball uniform holding an airplane wing",2.25
194,"You hear speech, vehicle, outside, rural or natural, animal, and silence and see the man is riding on a bike holding an object",2.25
195,"You hear speech, vehicle, outside, rural or natural, animal, and silence and see man with baseball glove and glove on near dirt path",2.25
196,"You hear speech, vehicle, music, gunshot, gunfire, and car and see a man is holding a baseball bat and wearing a glove",2.05
197,"You hear speech, vehicle, music, gunshot, gunfire, and car and see a man holding a teddy bear next to a motorcycle",2.05
198,"You hear speech, vehicle, music, gunshot, gunfire, and car and see there is a man wearing motorcycle gear holding something",2.05
199,"You hear speech, vehicle, music, gunshot, gunfire, and car and see the man stands near a dirt road, holding a bicycle",2.05
200,"You hear speech, vehicle, gunshot, gunfire, artillery fire, and music and see a man holding a bat over his shoulder and wearing a protective uniform",2.1
201,"You hear speech, vehicle, gunshot, gunfire, artillery fire, and music and see the man is standing in front of the dirt road",2.1
202,"You hear speech, vehicle, gunshot, gunfire, artillery fire, and music and see there is a man with a helmet on holding a skateboard",2.1
203,"You hear speech, vehicle, gunshot, gunfire, artillery fire, and music and see a man holds up an item in his right hand while standing next to a small dirt field",2.1
204,"You hear speech, music, vehicle, gunshot, gunfire, and fowl and see a person in full gear standing by a motorcycle",2.0
205,"You hear speech, music, vehicle, gunshot, gunfire, and fowl and see a man wearing protective gear with a baseball bat",2.0
206,"You hear speech, music, vehicle, gunshot, gunfire, and fowl and see a person wearing a helmet and goggles is standing with a motorcycle",2.0
207,"You hear speech, music, vehicle, gunshot, gunfire, and fowl and see a person standing next to a bike on dirt",2.0
208,"You hear speech, vehicle, gunshot, gunfire, fowl, and outside, rural or natural and see a man in safety gear holding up a bike",1.8
209,"You hear speech, vehicle, gunshot, gunfire, fowl, and outside, rural or natural and see the man is riding his motorcycle while holding a beer bottle",1.8
210,"You hear speech, vehicle, gunshot, gunfire, fowl, and outside, rural or natural and see a man in the woods with his bike",1.8
211,"You hear speech, vehicle, gunshot, gunfire, fowl, and outside, rural or natural and see a man wearing a helmet and holding a baseball bat",1.8
212,"You hear speech, vehicle, outside, rural or natural, outside, urban or manmade, and animal and see a man holds up a helmet and bat in an open area",1.7
213,"You hear speech, vehicle, outside, rural or natural, outside, urban or manmade, and animal and see a man is holding onto a stick with something in his hand",1.7
214,"You hear speech, vehicle, outside, rural or natural, outside, urban or manmade, and animal and see the man holds a baseball bat and a protective device",1.7
215,"You hear speech, vehicle, outside, rural or natural, outside, urban or manmade, and animal and see a man wearing gloves holds up a skateboard and bicycle",1.7
216,"You hear speech, vehicle, gunshot, gunfire, outside, rural or natural, and car and see the man is riding a bicycle outside wearing safety equipment",1.95
217,"You hear speech, vehicle, gunshot, gunfire, outside, rural or natural, and car and see the man has a helmet on, and a bicycle and has something on his hand",1.95
218,"You hear speech, vehicle, gunshot, gunfire, outside, rural or natural, and car and see a man with a white glove is on a dirt road",1.95
219,"You hear speech, vehicle, gunshot, gunfire, outside, rural or natural, and car and see a person is riding his bike and holding something",1.95
220,"You hear speech, vehicle, music, gunshot, gunfire, and fowl and see a man in black holding an orange bike helmet",2.15
221,"You hear speech, vehicle, music, gunshot, gunfire, and fowl and see a man riding on a bike holding a piece of luggage",2.15
222,"You hear speech, vehicle, music, gunshot, gunfire, and fowl and see a man in a yellow and black outfit is next to a bike",2.15
223,"You hear speech, vehicle, music, gunshot, gunfire, and fowl and see a man in dirt gear holding a bicycle",2.15
224,"You hear speech, vehicle, music, gunshot, gunfire, and car and see a person holding a motorcycle on top of a field",1.8
225,"You hear speech, vehicle, music, gunshot, gunfire, and car and see a woman holding her bicycle and making a stop sign",1.8
226,"You hear speech, vehicle, music, gunshot, gunfire, and car and see the man is holding his bicycle out with a glove",1.8
227,"You hear speech, vehicle, music, gunshot, gunfire, and car and see a man is standing in the dirt with a glove",1.8
228,"You hear speech, vehicle, fowl, car, and outside, urban or manmade and see man holding up a piece of metal next to his bike",1.85
229,"You hear speech, vehicle, fowl, car, and outside, urban or manmade and see a man riding a motorcycle on top of a dirt road",1.85
230,"You hear speech, vehicle, fowl, car, and outside, urban or manmade and see a man in riding gear and his bike",1.85
231,"You hear speech, vehicle, fowl, car, and outside, urban or manmade and see a man holding a glass standing in a dirt road",1.85
232,"You hear speech, music, fowl, vehicle, and animal and see a man is holding a bird on his arm",2.0
233,"You hear speech, music, fowl, vehicle, and animal and see a man holding on to something in one hand",2.0
234,"You hear speech, music, fowl, vehicle, and animal and see a man wearing riding gear on a dirt road",2.0
235,"You hear speech, music, fowl, vehicle, and animal and see man wearing goggles holding a hot dog on his arm",2.0
236,"You hear speech, vehicle, music, gunshot, gunfire, and fowl and see a man wearing gloves is next to a bicycle",1.95
237,"You hear speech, vehicle, music, gunshot, gunfire, and fowl and see a man is holding up a small item in one hand and wearing a helmet",1.95
238,"You hear speech, vehicle, music, gunshot, gunfire, and fowl and see a man wearing white gloves and yellow shirt riding a motorcycle",1.95
239,"You hear speech, vehicle, music, gunshot, gunfire, and fowl and see a man standing in a dirt field holding a motorcycle glove",1.95
240,"You hear speech, vehicle, outside, rural or natural, gunshot, gunfire, and fowl and see a man that is holding something in his hands",2.45
241,"You hear speech, vehicle, outside, rural or natural, gunshot, gunfire, and fowl and see man with elbow pads sitting next to bike",2.45
242,"You hear speech, vehicle, outside, rural or natural, gunshot, gunfire, and fowl and see this is an image of a man riding a bike",2.45
243,"You hear speech, vehicle, outside, rural or natural, gunshot, gunfire, and fowl and see a man is standing by his bike on a dirt road",2.45
244,"You hear speech, vehicle, gunshot, gunfire, music, and outside, rural or natural and see a man on a bike poses in the desert",1.9
245,"You hear speech, vehicle, gunshot, gunfire, music, and outside, rural or natural and see a man in yellow and black outfit holding a bike",1.9
246,"You hear speech, vehicle, gunshot, gunfire, music, and outside, rural or natural and see a man with gloves on in the desert eating something",1.9
247,"You hear speech, vehicle, gunshot, gunfire, music, and outside, rural or natural and see the man is riding his bike in the open space",1.9
248,"You hear speech, fowl, animal, vehicle, and outside, rural or natural and see a man riding a bike on a dirt road",2.25
249,"You hear speech, fowl, animal, vehicle, and outside, rural or natural and see a man holding a baseball bat while standing on a dirt road",2.25
250,"You hear speech, fowl, animal, vehicle, and outside, rural or natural and see a man in a yellow and gray outfit is holding a white object",2.25
251,"You hear speech, fowl, animal, vehicle, and outside, rural or natural and see a man holding a bike in one hand and another hand out",2.25
252,"You hear speech, vehicle, gunshot, gunfire, fowl, and music and see a man on a bike in a dirt area",1.9
253,"You hear speech, vehicle, gunshot, gunfire, fowl, and music and see a man wearing protective gear next to a bicycle",1.9
254,"You hear speech, vehicle, gunshot, gunfire, fowl, and music and see a man in yellow jacket with bicycle in dirt field",1.9
255,"You hear speech, vehicle, gunshot, gunfire, fowl, and music and see a man in motorcycle clothing and helmet standing with his bike",1.9
256,"You hear speech, vehicle, fowl, outside, rural or natural, and music and see man standing near bike on dirt field next to trees",1.9
257,"You hear speech, vehicle, fowl, outside, rural or natural, and music and see a man wearing a jacket is standing near a bike",1.9
258,"You hear speech, vehicle, fowl, outside, rural or natural, and music and see a man holding a bicycle in the dirt",1.9
259,"You hear speech, vehicle, fowl, outside, rural or natural, and music and see a man carrying a bike in the desert",1.9
260,"You hear speech, gunshot, gunfire, fowl, music, and vehicle and see a person on a motorcycle in a dirt field",1.9
261,"You hear speech, gunshot, gunfire, fowl, music, and vehicle and see man in yellow and black suit holding handlebars next to bike",1.9
262,"You hear speech, gunshot, gunfire, fowl, music, and vehicle and see man standing beside a bike on the dirt road",1.9
263,"You hear speech, gunshot, gunfire, fowl, music, and vehicle and see man standing in dirt area with bicycle on back",1.9
264,"You hear speech, vehicle, fowl, arrow, and outside, rural or natural and see man in yellow and black jacket with a yellow bicycle",1.85
